Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_Low,Access_to_Resources_Medium,Extracurricular_Activities_Yes,Motivation_Level_Low,Motivation_Level_Medium,Internet_Access_Yes,Family_Income_Low,Family_Income_Medium,Teacher_Quality_Low,Teacher_Quality_Medium,School_Type_Public,Peer_Influence_Neutral,Peer_Influence_Positive,Learning_Disabilities_Yes,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Moderate,Distance_from_Home_Near,Gender_Male
-1.1764728380194431,1.0371985567717956,-0.03182915653309024,-0.3480362840338353,2.011461091958708,0.030259777997625303,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.15904823536705193,0.4315356667941466,-0.03182915653309024,-1.1110838670477565,-1.2012715704351244,1.0086592665875136,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.8583763672853394,0.34501239679733964,-0.03182915653309024,0.5537472231644354,-0.3980884048366664,0.030259777997625303,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0.18009329885041184,-0.6067435731675374,0.6455812466437357,1.66363461663923,-0.3980884048366664,1.0086592665875136,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.685185139345639,0.08544258680691864,0.6455812466437357,1.66363461663923,0.40509476076179174,1.0086592665875136,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.8373313038019795,1.6428614467494447,0.6455812466437357,1.3167948061783568,0.40509476076179174,0.030259777997625303,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.6888056001766075,-1.2989297331419933,-0.03182915653309024,-0.7642440565868832,-0.3980884048366664,-1.9265391991821512,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
-0.15904823536705193,-1.0393599231515724,2.0004020529973876,1.5248986924548806,-1.2012715704351244,0.030259777997625303,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.3460436051281752,0.08544258680691864,0.6455812466437357,-1.5272916396008045,-0.3980884048366664,0.030259777997625303,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.15904823536705193,0.9506752867749887,0.6455812466437357,-0.07056443566513662,2.011461091958708,-0.948139710592263,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.515614372236907,0.17196585680372564,-0.7092395597099163,-0.9723479428634072,0.40509476076179174,-0.948139710592263,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.6677605366932476,1.3832916367590236,-0.03182915653309024,0.41501129898008604,-1.2012715704351244,0.030259777997625303,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.34966406595914373,0.6911054767845677,2.0004020529973876,-0.20930035984948595,0.40509476076179174,-0.948139710592263,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.34966406595914373,-1.1258831931483795,-0.03182915653309024,-0.20930035984948595,1.2082779263602499,-0.948139710592263,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.010522531741679947,-0.0010806831898883592,-1.3866499628867421,0.0681714885192127,-1.2012715704351244,0.030259777997625303,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
